Tiempo(s),EMG(V)
154.2387,-0.001088
154.2397,-0.000766
154.2407,-0.001411
154.2417,-0.000443
154.2427,0.118996
154.2437,0.358519
154.2447,0.552204
154.2457,0.646786
154.2467,0.648723
154.2477,0.589326
154.2487,0.494421
154.2497,0.380793
154.2507,0.258449
154.2517,0.133199
154.2527,0.004076
154.2537,-0.001411
154.2547,-0.000766
154.2557,-0.000766
154.2567,-0.001088
154.2577,-0.001088
154.2587,-0.001088
154.2597,-0.000766
154.2607,-0.000766
154.2617,-0.000443
154.2627,-0.001088
154.2637,-0.001088
154.2647,-0.000766
154.2657,-0.001088
154.2667,-0.000766
154.2677,-0.000443
154.2687,-0.001088
154.2697,0.06541
154.2707,0.183557
154.2717,0.320751
154.2727,0.446968
154.2737,0.538
154.2747,0.562211
154.2757,0.521537
154.2767,0.435024
154.2777,0.31268
154.2787,0.176778
154.2797,0.046364
154.2807,-0.000766
154.2817,-0.001088
154.2827,-0.001088
154.2837,-0.000766
154.2847,-0.001088
154.2857,-0.000766
154.2867,-0.000766
154.2877,-0.000766
154.2887,-0.000766
154.2897,-0.000443
154.2907,-0.001411
154.2917,-0.001411
154.2927,-0.000766
154.2937,-0.001088
154.2947,-0.000766
154.2957,-0.000766
154.2967,-0.000766
154.2977,-0.001088
154.2987,-0.001088
154.2997,-0.001088
154.3007,-0.000766
154.3017,-0.000766
154.3027,-0.000766
154.3037,-0.001411
154.3047,-0.001088
154.3057,-0.000766
154.3067,0.002462
154.3077,-0.000443
154.3087,-0.000443
154.3097,-0.000766
154.3107,-0.001088
154.3117,-0.001088
154.3127,-0.000443
154.3137,-0.001411
154.3147,-0.001411
154.3157,-0.001088
154.3167,-0.001411
154.3177,-0.001411
154.3187,-0.000443
154.3197,-0.001734
154.3207,-0.000766
154.3217,-0.00012
154.3227,0.013438
154.3237,0.000203
154.3247,-0.000443
154.3257,-0.001411
154.3267,-0.000766
154.3277,-0.001088
154.3287,-0.000766
154.3297,-0.001088
154.3307,-0.000766
154.3317,-0.001088
154.3327,-0.001088
154.3337,-0.000766
154.3347,-0.001088
154.3357,-0.000766
154.3367,-0.000443
154.3377,-0.000443
154.3387,-0.001411
154.3397,-0.001088
154.3407,-0.000766
154.3417,-0.001411
154.3427,-0.000766
154.3437,-0.000766
154.3447,-0.001088
154.3457,-0.000766
154.3467,-0.001734
154.3477,-0.001411
154.3487,-0.000443
154.3497,-0.001088
154.3507,-0.001088
154.3517,-0.001088
154.3527,-0.000766
154.3537,-0.001411
154.3547,-0.001411
154.3557,-0.001088
154.3567,-0.000766
154.3577,-0.001088
154.3587,-0.001088
154.3597,-0.001411
154.3607,-0.001411
154.3617,-0.001088
154.3627,-0.001088
154.3637,-0.001411
154.3647,-0.000443
154.3657,-0.000443
154.3667,-0.000443
154.3677,-0.001411
154.3687,-0.001411
154.3697,-0.001411
154.3707,-0.001411
154.3717,-0.000766
154.3727,-0.000443
154.3737,-0.001411
154.3747,-0.000766
154.3757,-0.001411
154.3767,-0.000766
154.3777,-0.001734
154.3787,-0.000766
154.3797,-0.001088
154.3807,-0.001088
154.3817,-0.001411
154.3827,-0.000766
154.3837,-0.000766
154.3847,-0.001088
154.3857,-0.001411
154.3867,-0.000766
154.3877,0.006982
154.3887,-0.000443
154.3897,-0.001088
154.3907,-0.001088
154.3917,-0.000766
154.3927,-0.001088
154.3937,-0.000766
154.3947,-0.001088
154.3957,-0.001088
154.3967,-0.001411
154.3977,-0.000766
154.3987,-0.000766
154.3997,-0.001088
154.4007,-0.001088
154.4017,0.013438
154.4027,0.049915
154.4037,0.06541
154.4047,0.038617
154.4057,0.000848
154.4067,-0.000766
154.4077,-0.000766
154.4087,-0.001088
154.4097,-0.001411
154.4107,-0.001411
154.4117,-0.000766
154.4127,-0.000766
154.4137,-0.001088
154.4147,-0.000443
154.4157,-0.000766
154.4167,-0.001411
154.4177,-0.000766
154.4187,-0.001088
154.4197,-0.000766
154.4207,-0.000766
154.4217,-0.001411
154.4227,-0.001411
154.4237,-0.001088
154.4247,-0.001411
154.4257,0.001817
154.4267,0.045719
154.4277,0.074126
154.4287,0.094463
154.4297,0.093817
154.4307,0.065733
154.4317,0.00795
154.4327,-0.000766
154.4337,-0.001411
154.4347,-0.000766
154.4357,-0.000766
154.4367,0.059922
154.4377,0.123515
154.4387,0.123515
154.4397,0.09188
154.4407,0.085424
154.4417,0.10447
154.4427,0.127066
154.4437,0.123515
154.4447,0.106084
154.4457,0.081873
154.4467,0.057017
154.4477,0.023768
154.4487,-0.000443
154.4497,-0.001411
154.4507,-0.001088
154.4517,-0.001411
154.4527,-0.001411
154.4537,0.004722
154.4547,0.017634
154.4557,0.025059
154.4567,0.048624
154.4577,0.083164
154.4587,0.112217
154.4597,0.125775
154.4607,0.116413
154.4617,0.09414
154.4627,0.098659
154.4637,0.16548
154.4647,0.260063
154.4657,0.352063
154.4667,0.425986
154.4677,0.468919
154.4687,0.476989
154.4697,0.457621
154.4707,0.427277
154.4717,0.387572
154.4727,0.313649
154.4737,0.20454
154.4747,0.097691
154.4757,0.013761
154.4767,-0.001088
154.4777,-0.000766
154.4787,-0.001088
154.4797,-0.000766
154.4807,-0.001088
154.4817,-0.001411
154.4827,-0.000766
154.4837,-0.001411
154.4847,-0.000766
154.4857,-0.000766
154.4867,-0.001411
154.4877,-0.000766
154.4887,0.000203
154.4897,0.066055
154.4907,0.164189
154.4917,0.259094
154.4927,0.333017
154.4937,0.378856
154.4947,0.387572
154.4957,0.363038
154.4967,0.315263
154.4977,0.25748
154.4987,0.201957
154.4997,0.155796
154.5007,0.11028
154.5017,0.080905
154.5027,0.066055
154.5037,0.040554
154.5047,0.008919
154.5057,0.007304
154.5067,0.047333
154.5077,0.131263
154.5087,0.254575
154.5097,0.391123
154.5107,0.52186
154.5117,0.651951
154.5127,0.784625
154.5137,0.89438
154.5147,0.938927
154.5157,0.899544
154.5167,0.791727
154.5177,0.642267
154.5187,0.461495
154.5197,0.258126
154.5207,0.054434
154.5217,-0.001088
154.5227,-0.000443
154.5237,-0.001734
154.5247,-0.001088
154.5257,-0.001088
154.5267,-0.001088
154.5277,-0.001088
154.5287,0.035066
154.5297,0.109312
154.5307,0.201312
154.5317,0.30461
154.5327,0.402421
154.5337,0.490225
154.5347,0.561565
154.5357,0.584484
154.5367,0.570604
154.5377,0.545102
154.5387,0.518632
154.5397,0.500554
154.5407,0.471502
154.5417,0.395965
154.5427,0.302351
154.5437,0.19647
154.5447,0.092526
154.5457,0.018926
154.5467,0.001817
154.5477,0.048947
154.5487,0.134168
154.5497,0.198729
154.5507,0.245214
154.5517,0.310098
154.5527,0.402744
154.5537,0.49894
154.5547,0.580288
154.5557,0.649369
154.5567,0.711348
154.5577,0.755572
154.5587,0.783011
154.5597,0.791081
154.5607,0.786239
154.5617,0.783657
154.5627,0.788176
154.5637,0.797537
154.5647,0.780106
154.5657,0.714253
154.5667,0.608049
154.5677,0.478926
154.5687,0.348835
154.5697,0.230364
154.5707,0.123515
154.5717,0.034743
154.5727,-0.001088
154.5737,-0.000443
154.5747,-0.000443
154.5757,-0.000766
154.5767,-0.001088
154.5777,0.008596
154.5787,0.100596
154.5797,0.242954
154.5807,0.403067
154.5817,0.543488
154.5827,0.656793
154.5837,0.739109
154.5847,0.781074
154.5857,0.790436
154.5867,0.778492
154.5877,0.737172
154.5887,0.677453
154.5897,0.606758
154.5907,0.531867
154.5917,0.466337
154.5927,0.429537
154.5937,0.422435
154.5947,0.431474
154.5957,0.47473
154.5967,0.559628
154.5977,0.657116
154.5987,0.728779
154.5997,0.774941
154.6007,0.814646
154.6017,0.857257
154.6027,0.907937
154.6037,0.971208
154.6047,1.017046
154.6057,0.991222
154.6067,0.885987
154.6077,0.727165
154.6087,0.544133
154.6097,0.344961
154.6107,0.133522
154.6117,-0.001411
154.6127,-0.000443
154.6137,-0.001088
154.6147,-0.001088
154.6157,-0.000443
154.6167,-0.001411
154.6177,-0.001088
154.6187,0.019894
154.6197,0.12642
154.6207,0.292344
154.6217,0.501846
154.6227,0.741692
154.6237,0.988962
154.6247,1.21751
154.6257,1.397959
154.6267,1.49351
154.6277,1.499644
154.6287,1.432823
154.6297,1.313384
154.6307,1.158759
154.6317,0.972176
154.6327,0.764611
154.6337,0.558983
154.6347,0.375628
154.6357,0.226491
154.6367,0.102856
154.6377,0.017312
154.6387,-0.000766
154.6397,0.023122
154.6407,0.112863
154.6417,0.261354
154.6427,0.445354
154.6437,0.638716
154.6447,0.815292
154.6457,0.965397
154.6467,1.081285
154.6477,1.16231
154.6487,1.217187
154.6497,1.25657
154.6507,1.259798
154.6517,1.244303
154.6527,1.210731
154.6537,1.154885
154.6547,1.088387
154.6557,1.000583
154.6567,0.888246
154.6577,0.763965
154.6587,0.645818
154.6597,0.549944
154.6607,0.476021
154.6617,0.390477
154.6627,0.3172
154.6637,0.317523
154.6647,0.396933
154.6657,0.525088
154.6667,0.666477
154.6677,0.799797
154.6687,0.899867
154.6697,0.95539
154.6707,0.99445
154.6717,1.007039
154.6727,0.975404
154.6737,0.911166
154.6747,0.845958
154.6757,0.785593
154.6767,0.712962
154.6777,0.631291
154.6787,0.550912
154.6797,0.479572
154.6807,0.436639
154.6817,0.428568
154.6827,0.443417
154.6837,0.484737
154.6847,0.557369
154.6857,0.649046
154.6867,0.747179
154.6877,0.854997
154.6887,0.96798
154.6897,1.079348
154.6907,1.183292
154.6917,1.28304
154.6927,1.358577
154.6937,1.390858
154.6947,1.373426
154.6957,1.305959
154.6967,1.220738
154.6977,1.136808
154.6987,1.049327
154.6997,0.944415
154.7007,0.823685
154.7017,0.711348
154.7027,0.630646
154.7037,0.601916
154.7047,0.628386
154.7057,0.685846
154.7067,0.7588
154.7077,0.850155
154.7087,0.94506
154.7097,1.041257
154.7107,1.148106
154.7117,1.251082
154.7127,1.306928
154.7137,1.322745
154.7147,1.302085
154.7157,1.246885
154.7167,1.17038
154.7177,1.08645
154.7187,1.008976
154.7197,0.952485
154.7207,0.91052
154.7217,0.879208
154.7227,0.854674
154.7237,0.864358
154.7247,0.907292
154.7257,0.957327
154.7267,1.001874
154.7277,1.037383
154.7287,1.064499
154.7297,1.079348
154.7307,1.069987
154.7317,1.070955
154.7327,1.091292
154.7337,1.122282
154.7347,1.156499
154.7357,1.210085
154.7367,1.265608
154.7377,1.314352
154.7387,1.360836
154.7397,1.384079
154.7407,1.368584
154.7417,1.335335
154.7427,1.292724
154.7437,1.248499
154.7447,1.20718
154.7457,1.181355
154.7467,1.174899
154.7477,1.174254
154.7487,1.167475
154.7497,1.147783
154.7507,1.12325
154.7517,1.100976
154.7527,1.079994
154.7537,1.067727
154.7547,1.073538
154.7557,1.108724
154.7567,1.17264
154.7577,1.26238
154.7587,1.370521
154.7597,1.475756
154.7607,1.546451
154.7617,1.555167
154.7627,1.513847
154.7637,1.457679
154.7647,1.383756
154.7657,1.279166
154.7667,1.152948
154.7677,1.018983
154.7687,0.901804
154.7697,0.817229
154.7707,0.760737
154.7717,0.756541
154.7727,0.817874
154.7737,0.956681
154.7747,1.152948
154.7757,1.369229
154.7767,1.564205
154.7777,1.699462
154.7787,1.799532
154.7797,1.882171
154.7807,1.946086
154.7817,1.958353
154.7827,1.898957
154.7837,1.780809
154.7847,1.636837
154.7857,1.483503
154.7867,1.342759
154.7877,1.22558
154.7887,1.116471
154.7897,1.022211
154.7907,0.963138
154.7917,0.964752
154.7927,1.032864
154.7937,1.140036
154.7947,1.25431
154.7957,1.370198
154.7967,1.493833
154.7977,1.609721
154.7987,1.688486
154.7997,1.731097
154.8007,1.735939
154.8017,1.690423
154.8027,1.612303
154.8037,1.514493
154.8047,1.40377
154.8057,1.288528
154.8067,1.176513
154.8077,1.075152
154.8087,1.016401
154.8097,1.008653
154.8107,1.034155
154.8117,1.090969
154.8127,1.169089
154.8137,1.252373
154.8147,1.337271
154.8157,1.433468
154.8167,1.54871
154.8177,1.669763
154.8187,1.779195
154.8197,1.874423
154.8207,1.957385
154.8217,2.005483
154.8227,2.009034
154.8237,1.994508
154.8247,1.968683
154.8257,1.913483
154.8267,1.822128
154.8277,1.702367
154.8287,1.581314
154.8297,1.468977
154.8307,1.37278
154.8317,1.291433
154.8327,1.212022
154.8337,1.139713
154.8347,1.08645
154.8357,1.082254
154.8367,1.122927
154.8377,1.185875
154.8387,1.258506
154.8397,1.334689
154.8407,1.421201
154.8417,1.526114
154.8427,1.645875
154.8437,1.76596
154.8447,1.8741
154.8457,1.958676
154.8467,2.019041
154.8477,2.039055
154.8487,2.021301
154.8497,1.992248
154.8507,1.96836
154.8517,1.955771
154.8527,1.938985
154.8537,1.906058
154.8547,1.851827
154.8557,1.781132
154.8567,1.719798
154.8577,1.681062
154.8587,1.66589
154.8597,1.665244
154.8607,1.66137
154.8617,1.660402
154.8627,1.656528
154.8637,1.639419
154.8647,1.620374
154.8657,1.611335
154.8667,1.617146
154.8677,1.636514
154.8687,1.6717
154.8697,1.717216
154.8707,1.769188
154.8717,1.803406
154.8727,1.812767
154.8737,1.816641
154.8747,1.821806
154.8757,1.82342
154.8767,1.817286
154.8777,1.807279
154.8787,1.797595
154.8797,1.799855
154.8807,1.832135
154.8817,1.886044
154.8827,1.941567
154.8837,1.969329
154.8847,1.964164
154.8857,1.938985
154.8867,1.918325
154.8877,1.906704
154.8887,1.900893
154.8897,1.8925
154.8907,1.853441
154.8917,1.780486
154.8927,1.709469
154.8937,1.643616
154.8947,1.580991
154.8957,1.537412
154.8967,1.514493
154.8977,1.520949
154.8987,1.552907
154.8997,1.598746
154.9007,1.652009
154.9017,1.716248
154.9027,1.801469
154.9037,1.9109
154.9047,2.024206
154.9057,2.135574
154.9067,2.229834
154.9077,2.299884
154.9087,2.346045
154.9097,2.370256
154.9107,2.360571
154.9117,2.317961
154.9127,2.252431
154.9137,2.173343
154.9147,2.069722
154.9157,1.943827
154.9167,1.825356
154.9177,1.713988
154.9187,1.609075
154.9197,1.550647
154.9207,1.547742
154.9217,1.578732
154.9227,1.634254
154.9237,1.700107
154.9247,1.778549
154.9257,1.875392
154.9267,1.983532
154.9277,2.077469
154.9287,2.148164
154.9297,2.20175
154.9307,2.244361
154.9317,2.258241
154.9327,2.241778
154.9337,2.210789
154.9347,2.166564
154.9357,2.122339
154.9367,2.065848
154.9377,2.001287
154.9387,1.947701
154.9397,1.92349
154.9407,1.930915
154.9417,1.950283
154.9427,1.965778
154.9437,1.969651
154.9447,1.965132
154.9457,1.960613
154.9467,1.974816
154.9477,2.011294
154.9487,2.048739
154.9497,2.056164
154.9507,2.022269
154.9517,1.982564
154.9527,1.961904
154.9537,1.958999
154.9547,1.974816
154.9557,1.998381
154.9567,2.025497
154.9577,2.064234
154.9587,2.104908
154.9597,2.127181
154.9607,2.128473
154.9617,2.115883
154.9627,2.090704
154.9637,2.080697
154.9647,2.087153
154.9657,2.098129
154.9667,2.112332
154.9677,2.12815
154.9687,2.145904
154.9697,2.166564
154.9707,2.188838
154.9717,2.216599
154.9727,2.255336
154.9737,2.288585
154.9747,2.31441
154.9757,2.329905
154.9767,2.333133
154.9777,2.332487
154.9787,2.33507
154.9797,2.336038
154.9807,2.342171
154.9817,2.35121
154.9827,2.362508
154.9837,2.375098
154.9847,2.387687
154.9857,2.403182
154.9867,2.426747
154.9877,2.452249
154.9887,2.480656
154.9897,2.504543
154.9907,2.493891
154.9917,2.442564
154.9927,2.382199
154.9937,2.316992
154.9947,2.239519
154.9957,2.136543
154.9967,2.017427
154.9977,1.900893
154.9987,1.796304
154.9997,1.716893
155.0007,1.66363
155.0017,1.642002
155.0027,1.660725
155.0037,1.720444
155.0047,1.815995
155.0057,1.947701
155.0067,2.102971
155.0077,2.271154
155.0087,2.430298
155.0097,2.5662
155.0107,2.681442
155.0117,2.766663
155.0127,2.808628
155.0137,2.79959
155.0147,2.741807
155.0157,2.644319
155.0167,2.514228
155.0177,2.364122
155.0187,2.21208
155.0197,2.068108
155.0207,1.946086
155.0217,1.854086
155.0227,1.798241
155.0237,1.779195
155.0247,1.793721
155.0257,1.841497
155.0267,1.924136
155.0277,2.03389
155.0287,2.163013
155.0297,2.303434
155.0307,2.449343
155.0317,2.592024
155.0327,2.730509
155.0337,2.865442
155.0347,2.984881
155.0357,3.069134
155.0367,3.103674
155.0377,3.085274
155.0387,3.03072
155.0397,2.950986
155.0407,2.85253
155.0417,2.725021
155.0427,2.5846
155.0437,2.449666
155.0447,2.328936
155.0457,2.224669
155.0467,2.129764
155.0477,2.05003
155.0487,2.001609
155.0497,1.98902
155.0507,2.00742
155.0517,2.049708
155.0527,2.118466
155.0537,2.202396
155.0547,2.30182
155.0557,2.410284
155.0567,2.515196
155.0577,2.609456
155.0587,2.688867
155.0597,2.750523
155.0607,2.792811
155.0617,2.813793
155.0627,2.81347
155.0637,2.792488
155.0647,2.751491
155.0657,2.697582
155.0667,2.632698
155.0677,2.57201
155.0687,2.530045
155.0697,2.518101
155.0707,2.529722
155.0717,2.561035
155.0727,2.61107
155.0737,2.66627
155.0747,2.715337
155.0757,2.760207
155.0767,2.802818
155.0777,2.842523
155.0787,2.868348
155.0797,2.88126
155.0807,2.879646
155.0817,2.862214
155.0827,2.827674
155.0837,2.768923
155.0847,2.693709
155.0857,2.614621
155.0867,2.545863
155.0877,2.491631
155.0887,2.457736
155.0897,2.446761
155.0907,2.46161
155.0917,2.494859
155.0927,2.540698
155.0937,2.599772
155.0947,2.670144
155.0957,2.748263
155.0967,2.831548
155.0977,2.90773
155.0987,2.964867
155.0997,3.000053
155.1007,3.016193
155.1017,3.019099
155.1027,3.006186
155.1037,2.984881
155.1047,2.960025
155.1057,2.934523
155.1067,2.911927
155.1077,2.889007
155.1087,2.861891
155.1097,2.833807
155.1107,2.808305
155.1117,2.787968
155.1127,2.77086
155.1137,2.751491
155.1147,2.737288
155.1157,2.733737
155.1167,2.745681
155.1177,2.773765
155.1187,2.812825
155.1197,2.856404
155.1207,2.898369
155.1217,2.939042
155.1227,2.97552
155.1237,3.008769
155.1247,3.039758
155.1257,3.06752
155.1267,3.103029
155.1277,3.141443
155.1287,3.16178
155.1297,3.179857
155.1307,3.185345
155.1317,3.165653
155.1327,3.13305
155.1337,3.086888
155.1347,3.023941
155.1357,2.961962
155.1367,2.909667
155.1377,2.873835
155.1387,2.857049
155.1397,2.860923
155.1407,2.882874
155.1417,2.919674
155.1427,2.968741
155.1437,3.025232
155.1447,3.092699
155.1457,3.17566
155.1467,3.263464
155.1477,3.338355
155.1487,3.388713
155.1497,3.420348
155.1507,3.439717
155.1517,3.450047
155.1527,3.448755
155.1537,3.437134
155.1547,3.417443
155.1557,3.393878
155.1567,3.36644
155.1577,3.338355
155.1587,3.307366
155.1597,3.275731
155.1607,3.24571
155.1617,3.216334
155.1627,3.195352
155.1637,3.184699
155.1647,3.183085
155.1657,3.188895
155.1667,3.199225
155.1677,3.220853
155.1687,3.249583
155.1697,3.28832
155.1707,3.334482
155.1717,3.39065
155.1727,3.453275
155.1737,3.519773
155.1747,3.581429
155.1757,3.634047
155.1767,3.677626
155.1777,3.709584
155.1787,3.725079
155.1797,3.722173
155.1807,3.6999
155.1817,3.662777
155.1827,3.61597
155.1837,3.563675
155.1847,3.515577
155.1857,3.475226
155.1867,3.444559
155.1877,3.429387
155.1887,3.430678
155.1897,3.447787
155.1907,3.480068
155.1917,3.523001
155.1927,3.572391
155.1937,3.6263
155.1947,3.679563
155.1957,3.727661
155.1967,3.767367
155.1977,3.799324
155.1987,3.823212
155.1997,3.827732
155.2007,3.819016
155.2017,3.801907
155.2027,3.782538
155.2037,3.764461
155.2047,3.750903
155.2057,3.740896
155.2067,3.735086
155.2077,3.730889
155.2087,3.728307
155.2097,3.727016
155.2107,3.727338
155.2117,3.727984
155.2127,3.727338
155.2137,3.728952
155.2147,3.731212
155.2157,3.733149
155.2167,3.7367
155.2177,3.742833
155.2187,3.752195
155.2197,3.766721
155.2207,3.787703
155.2217,3.814174
155.2227,3.844518
155.2237,3.876153
155.2247,3.903268
155.2257,3.924251
155.2267,3.940069
155.2277,3.946847
155.2287,3.946525
155.2297,3.9391
155.2307,3.925865
155.2317,3.907465
155.2327,3.887774
155.2337,3.870988
155.2347,3.860981
155.2357,3.857753
155.2367,3.86324
155.2377,3.876475
155.2387,3.89197
155.2397,3.907465
155.2407,3.924251
155.2417,3.945556
155.2427,3.972672
155.2437,4.00463
155.2447,4.033683
155.2457,4.063381
155.2467,4.089851
155.2477,4.111802
155.2487,4.126328
155.2497,4.13569
155.2507,4.147957
155.2517,4.16442
155.2527,4.185079
155.2537,4.209613
155.2547,4.24383
155.2557,4.287087
155.2567,4.334862
155.2577,4.381669
155.2587,4.425571
155.2597,4.464308
155.2607,4.496266
155.2617,4.518862
155.2627,4.533712
155.2637,4.537585
155.2647,4.533712
155.2657,4.52435
155.2667,4.51628
155.2677,4.506919
155.2687,4.492392
155.2697,4.473992
155.2707,4.453978
155.2717,4.442357
155.2727,4.443325
155.2737,4.459789
155.2747,4.485613
155.2757,4.519831
155.2767,4.555662
155.2777,4.58762
155.2787,4.615059
155.2797,4.636687
155.2807,4.654764
155.2817,4.669614
155.2827,4.678329
155.2837,4.676392
155.2847,4.668322
155.2857,4.651214
155.2867,4.625712
155.2877,4.594077
155.2887,4.562764
155.2897,4.539199
155.2907,4.523382
155.2917,4.514343
155.2927,4.509824
155.2937,4.50821
155.2947,4.509824
155.2957,4.520799
155.2967,4.539845
155.2977,4.565992
155.2987,4.595691
155.2997,4.626357
155.3007,4.658315
155.3017,4.68995
155.3027,4.720294
155.3037,4.747733
155.3047,4.770652
155.3057,4.787115
155.3067,4.797768
155.3077,4.80487
155.3087,4.809066
155.3097,4.810035
155.3107,4.808421
155.3117,4.803256
155.3127,4.792926
155.3137,4.775817
155.3147,4.752575
155.3157,4.733207
155.3167,4.724168
155.3177,4.723845
155.3187,4.728365
155.3197,4.733207
155.3207,4.735789
155.3217,4.738372
155.3227,4.73708
155.3237,4.731593
155.3247,4.722554
155.3257,4.710287
155.3267,4.697375
155.3277,4.683171
155.3287,4.668645
155.3297,4.652505
155.3307,4.638947
155.3317,4.630231
155.3327,4.634105
155.3337,4.650891
155.3347,4.680589
155.3357,4.715775
155.3367,4.754189
155.3377,4.790989
155.3387,4.818105
155.3397,4.834245
155.3407,4.841347
155.3417,4.843607
155.3427,4.842961
155.3437,4.84167
155.3447,4.840702
155.3457,4.841347
155.3467,4.842638
155.3477,4.842961
155.3487,4.844252
155.3497,4.844898
155.3507,4.846512
155.3517,4.848449
155.3527,4.851031
155.3537,4.853291
155.3547,4.856196
155.3557,4.858133
155.3567,4.860393
155.3577,4.861361
155.3587,4.86233
155.3597,4.863621
155.3607,4.863621
155.3617,4.863621
155.3627,4.864912
155.3637,4.865235
155.3647,4.865881
155.3657,4.866526
155.3667,4.866849
155.3677,4.867817
155.3687,4.86814
155.3697,4.869109
155.3707,4.870723
155.3717,4.871368
155.3727,4.872659
155.3737,4.872982
155.3747,4.873628
155.3757,4.874596
155.3767,4.874274
155.3777,4.874919
155.3787,4.875242
155.3797,4.876533
155.3807,4.876533
155.3817,4.877824
155.3827,4.877502
155.3837,4.877824
155.3847,4.878793
155.3857,4.879116
155.3867,4.880407
155.3877,4.881052
155.3887,4.881698
155.3897,4.881698
155.3907,4.882344
155.3917,4.883635
155.3927,4.884926
155.3937,4.884281
155.3947,4.884926
155.3957,4.885249
155.3967,4.885249
155.3977,4.885572
155.3987,4.885895
155.3997,4.885572
155.4007,4.886217
155.4017,4.886863
155.4027,4.88654
155.4037,4.887509
155.4047,4.887831
155.4057,4.8888
155.4067,4.889123
155.4077,4.8888
155.4087,4.889445
155.4097,4.889768
155.4107,4.889768
155.4117,4.889123
155.4127,4.889768
155.4137,4.890091
155.4147,4.890091
155.4157,4.890737
155.4167,4.889768
155.4177,4.889768
155.4187,4.89106
155.4197,4.890737
155.4207,4.89106
155.4217,4.89106
155.4227,4.89106
155.4237,4.89106
155.4247,4.891382
155.4257,4.891705
155.4267,4.892028
155.4277,4.891382
155.4287,4.892351
155.4297,4.892351
155.4307,4.891705
155.4317,4.892351
155.4327,4.892351
155.4337,4.892351
155.4347,4.892674
155.4357,4.892028
155.4367,4.892674
155.4377,4.892351
155.4387,4.892996
155.4397,4.892351
155.4407,4.892351
155.4417,4.893642
155.4427,4.892996
155.4437,4.892674
155.4447,4.892996
155.4457,4.892674
155.4467,4.893319
155.4477,4.892996
155.4487,4.893319
155.4497,4.893642
155.4507,4.893642
155.4517,4.892996
155.4527,4.893319
155.4537,4.892996
155.4547,4.892996
155.4557,4.893642
155.4567,4.893965
155.4577,4.893642
155.4587,4.894288
155.4597,4.893319
155.4607,4.893642
155.4617,4.893319
155.4627,4.893319
155.4637,4.893319
155.4647,4.893319
155.4657,4.893319
155.4667,4.892996
155.4677,4.893642
155.4687,4.893642
155.4697,4.893642
155.4707,4.893642
155.4717,4.893319
155.4727,4.893642
155.4737,4.893319
155.4747,4.893319
155.4757,4.893965
155.4767,4.893319
155.4777,4.893965
155.4787,4.893965
155.4797,4.893642
155.4807,4.893319
155.4817,4.893965
155.4827,4.893319
155.4837,4.893642
155.4847,4.893319
155.4857,4.893642
155.4867,4.893319
155.4877,4.893319
155.4887,4.893319
155.4897,4.892996
155.4907,4.893642
155.4917,4.893965
155.4927,4.893642
155.4937,4.893319
155.4947,4.893319
155.4957,4.893319
155.4967,4.893319
155.4977,4.893642
155.4987,4.893319
155.4997,4.892996
155.5007,4.893642
155.5017,4.892996
155.5027,4.893319
155.5037,4.893642
155.5047,4.893319
155.5057,4.892996
155.5067,4.893319
155.5077,4.893319
155.5087,4.892996
155.5097,4.893319
155.5107,4.892996
155.5117,4.893319
155.5127,4.893319
155.5137,4.893642
155.5147,4.892674
155.5157,4.893319
155.5167,4.893642
155.5177,4.892674
155.5187,4.893642
155.5197,4.893642
155.5207,4.893642
155.5217,4.893642
155.5227,4.892996
155.5237,4.893319
155.5247,4.892996
155.5257,4.892996
155.5267,4.892674
155.5277,4.893319
155.5287,4.892996
155.5297,4.893319
155.5307,4.892674
155.5317,4.892674
155.5327,4.892674
155.5337,4.892674
155.5347,4.892674
155.5357,4.892674
155.5367,4.892351
155.5377,4.892996
155.5387,4.892351
155.5397,4.892674
155.5407,4.892351
155.5417,4.892674
155.5427,4.892351
155.5437,4.892674
155.5447,4.892028
155.5457,4.892996
155.5467,4.892028
155.5477,4.892351
155.5487,4.891705
155.5497,4.892351
155.5507,4.892351
155.5517,4.891705
155.5527,4.892028
155.5537,4.892028
155.5547,4.892028
155.5557,4.892674
155.5567,4.891705
155.5577,4.892028
155.5587,4.892028
155.5597,4.891705
155.5607,4.892028
155.5617,4.891382
155.5627,4.891705
155.5637,4.891705
155.5647,4.891705
155.5657,4.891382
155.5667,4.89106
155.5677,4.890737
155.5687,4.89106
155.5697,4.89106
155.5707,4.89106
155.5717,4.89106
155.5727,4.89106
155.5737,4.89106
155.5747,4.89106
155.5757,4.890737
155.5767,4.890737
155.5777,4.89106
155.5787,4.890091
155.5797,4.890737
155.5807,4.890414
155.5817,4.890091
155.5827,4.890091
155.5837,4.890091
155.5847,4.890091
155.5857,4.890091
155.5867,4.889768
155.5877,4.889768
155.5887,4.890091
155.5897,4.890091
155.5907,4.889768
155.5917,4.890091
155.5927,4.889768
155.5937,4.889445
155.5947,4.889768
155.5957,4.889445
155.5967,4.889123
155.5977,4.889445
155.5987,4.889123
155.5997,4.8888
155.6007,4.8888
155.6017,4.888477
155.6027,4.888477
155.6037,4.888154
155.6047,4.8888
155.6057,4.888154
155.6067,4.888477
155.6077,4.888154
155.6087,4.888477
155.6097,4.888154
155.6107,4.888154
155.6117,4.888154
155.6127,4.887509
155.6137,4.887186
155.6147,4.887186
155.6157,4.886863
