Tiempo(s),EMG(V)
1.538,3.39291
1.539,3.355464
1.54,3.326089
1.541,3.314468
1.542,3.328671
1.543,3.368699
1.544,3.42971
1.545,3.508152
1.546,3.594987
1.547,3.676012
1.548,3.739605
1.549,3.780602
1.55,3.793837
1.551,3.78964
1.552,3.772531
1.553,3.740251
1.554,3.688924
1.555,3.622749
1.556,3.547212
1.557,3.469092
1.558,3.393878
1.559,3.33319
1.56,3.287029
1.561,3.259267
1.562,3.255717
1.563,3.27799
1.564,3.325443
1.565,3.391619
1.566,3.472643
1.567,3.561738
1.568,3.649865
1.569,3.72637
1.57,3.784153
1.571,3.819984
1.572,3.835479
1.573,3.831282
1.574,3.810623
1.575,3.77931
1.576,3.737991
1.577,3.696349
1.578,3.65858
1.579,3.629851
1.58,3.6079
1.581,3.589822
1.582,3.574328
1.583,3.564643
1.584,3.557864
1.585,3.553345
1.586,3.550117
1.587,3.549471
1.588,3.548503
1.589,3.546889
1.59,3.547535
1.591,3.5527
1.592,3.569163
1.593,3.594664
1.594,3.630819
1.595,3.670524
1.596,3.712489
1.597,3.748321
1.598,3.776405
1.599,3.792223
1.6,3.793837
1.601,3.786089
1.602,3.768658
1.603,3.742188
1.604,3.707002
1.605,3.669879
1.606,3.639212
1.607,3.622103
1.608,3.621135
1.609,3.638566
1.61,3.674398
1.611,3.720559
1.612,3.764138
1.613,3.794805
1.614,3.806103
1.615,3.802553
1.616,3.793514
1.617,3.78157
1.618,3.768981
1.619,3.757359
1.62,3.744447
1.621,3.734117
1.622,3.729921
1.623,3.731212
1.624,3.732826
1.625,3.735086
1.626,3.741219
1.627,3.754454
1.628,3.777051
1.629,3.802875
1.63,3.829023
1.631,3.852588
1.632,3.872602
1.633,3.887128
1.634,3.893261
1.635,3.88164
1.636,3.84936
1.637,3.806426
1.638,3.763493
1.639,3.733149
1.64,3.715395
1.641,3.712812
1.642,3.727661
1.643,3.758005
1.644,3.802875
1.645,3.859689
1.646,3.922637
1.647,3.988812
1.648,4.051437
1.649,4.101149
1.65,4.134721
1.651,4.150539
1.652,4.150216
1.653,4.134076
1.654,4.102118
1.655,4.057893
1.656,4.004953
1.657,3.946525
1.658,3.887451
1.659,3.835156
1.66,3.79416
1.661,3.766398
1.662,3.751872
1.663,3.750258
1.664,3.762202
1.665,3.781247
1.666,3.806749
1.667,3.836125
1.668,3.868405
1.669,3.902623
1.67,3.931998
1.671,3.952012
1.672,3.964925
1.673,3.972026
1.674,3.976546
1.675,3.982679
1.676,3.992041
1.677,4.003339
1.678,4.015283
1.679,4.025613
1.68,4.033683
1.681,4.037879
1.682,4.037879
1.683,4.032391
1.684,4.024644
1.685,4.016251
1.686,4.007858
1.687,3.996237
1.688,3.982034
1.689,3.972026
1.69,3.972349
1.691,3.985907
1.692,4.013023
1.693,4.05176
1.694,4.096307
1.695,4.139241
1.696,4.177332
1.697,4.208967
1.698,4.234792
1.699,4.250609
1.7,4.252869
1.701,4.246413
1.702,4.231241
1.703,4.204125
1.704,4.163774
1.705,4.108251
1.706,4.042721
1.707,3.976869
1.708,3.921991
1.709,3.88616
1.71,3.867114
1.711,3.867114
1.712,3.888097
1.713,3.924251
1.714,3.975577
1.715,4.033037
1.716,4.092434
1.717,4.149248
1.718,4.19896
1.719,4.238343
1.72,4.260616
1.721,4.267718
1.722,4.259648
1.723,4.24028
1.724,4.214455
1.725,4.187016
1.726,4.159578
1.727,4.137304
1.728,4.118581
1.729,4.103732
1.73,4.091142
1.731,4.080813
1.732,4.074034
1.733,4.069192
1.734,4.066609
1.735,4.066286
1.736,4.065641
1.737,4.063381
1.738,4.058862
1.739,4.054988
1.74,4.055311
1.741,4.062735
1.742,4.080167
1.743,4.106314
1.744,4.136336
1.745,4.168939
1.746,4.199606
1.747,4.222848
1.748,4.238988
1.749,4.245444
1.75,4.246736
1.751,4.24028
1.752,4.224785
1.753,4.202511
1.754,4.17023
1.755,4.133753
1.756,4.098244
1.757,4.069514
1.758,4.052083
1.759,4.050469
1.76,4.064672
1.761,4.092434
1.762,4.131493
1.763,4.180237
1.764,4.232209
1.765,4.282245
1.766,4.326792
1.767,4.359396
1.768,4.378118
1.769,4.382315
1.77,4.370371
1.771,4.343255
1.772,4.308715
1.773,4.267395
1.774,4.225108
1.775,4.189276
1.776,4.16442
1.777,4.152799
1.778,4.153122
1.779,4.16442
1.78,4.183788
1.781,4.208322
1.782,4.235437
1.783,4.261585
1.784,4.287732
1.785,4.308069
1.786,4.322918
1.787,4.328406
1.788,4.325501
1.789,4.318076
1.79,4.311297
1.791,4.310652
1.792,4.31969
1.793,4.341641
1.794,4.375859
1.795,4.41621
1.796,4.454301
1.797,4.475929
1.798,4.472055
1.799,4.451718
1.8,4.420729
1.801,4.383606
1.802,4.340995
1.803,4.295157
1.804,4.247704
1.805,4.205094
1.806,4.171199
1.807,4.153444
1.808,4.153767
1.809,4.174104
1.81,4.21155
1.811,4.262553
1.812,4.322595
1.813,4.385543
1.814,4.444617
1.815,4.49562
1.816,4.535003
1.817,4.559213
1.818,4.568575
1.819,4.560505
1.82,4.532743
1.821,4.490455
1.822,4.433964
1.823,4.371339
1.824,4.311297
1.825,4.259325
1.826,4.220911
1.827,4.198315
1.828,4.19315
1.829,4.202188
1.83,4.222848
1.831,4.250287
1.832,4.282245
1.833,4.316139
1.834,4.34842
1.835,4.376182
1.836,4.39781
1.837,4.411045
1.838,4.415241
1.839,4.414596
1.84,4.410076
1.841,4.407494
1.842,4.403943
1.843,4.400715
1.844,4.397487
1.845,4.392645
1.846,4.382638
1.847,4.368757
1.848,4.349711
1.849,4.32776
1.85,4.309038
1.851,4.299676
1.852,4.297094
1.853,4.298385
1.854,4.297416
1.855,4.29096
1.856,4.27708
1.857,4.264813
1.858,4.259971
1.859,4.266427
1.86,4.283213
1.861,4.308392
1.862,4.338413
1.863,4.36908
1.864,4.39781
1.865,4.418469
1.866,4.43009
1.867,4.430736
1.868,4.420729
1.869,4.40136
1.87,4.371339
1.871,4.334217
1.872,4.294188
1.873,4.257388
1.874,4.230273
1.875,4.212518
1.876,4.205739
1.877,4.207676
1.878,4.21962
1.879,4.241248
1.88,4.271269
1.881,4.302259
1.882,4.333894
1.883,4.361332
1.884,4.38522
1.885,4.399424
1.886,4.397487
1.887,4.380701
1.888,4.352294
1.889,4.314202
1.89,4.272237
1.891,4.232855
1.892,4.202188
1.893,4.186048
1.894,4.180883
1.895,4.186371
1.896,4.19896
1.897,4.216392
1.898,4.237374
1.899,4.25868
1.9,4.277402
1.901,4.29322
1.902,4.305487
1.903,4.313557
1.904,4.315816
1.905,4.318399
1.906,4.320336
1.907,4.324532
1.908,4.33228
1.909,4.339704
1.91,4.340027
1.911,4.330666
1.912,4.310974
1.913,4.283859
1.914,4.252546
1.915,4.218329
1.916,4.187985
1.917,4.160869
1.918,4.136981
1.919,4.11503
1.92,4.09663
1.921,4.082427
1.922,4.074356
1.923,4.074034
1.924,4.084364
1.925,4.108897
1.926,4.146988
1.927,4.195086
1.928,4.245767
1.929,4.294834
1.93,4.335508
1.931,4.36682
1.932,4.385543
1.933,4.389094
1.934,4.379087
1.935,4.354553
1.936,4.316462
1.937,4.265136
1.938,4.204125
1.939,4.140532
1.94,4.082427
1.941,4.035297
1.942,4.004953
1.943,3.9943
1.944,4.001079
1.945,4.023676
1.946,4.058539
1.947,4.098244
1.948,4.1415
1.949,4.183465
1.95,4.221557
1.951,4.25416
1.952,4.279985
1.953,4.295802
1.954,4.298385
1.955,4.289346
1.956,4.263844
1.957,4.226722
1.958,4.186693
1.959,4.153444
1.96,4.131816
1.961,4.118258
1.962,4.115999
1.963,4.12536
1.964,4.139564
1.965,4.148925
1.966,4.152799
1.967,4.150539
1.968,4.134399
1.969,4.106314
1.97,4.068546
1.971,4.032714
1.972,4.00689
1.973,3.998174
1.974,4.005921
1.975,4.030455
1.976,4.068869
1.977,4.107928
1.978,4.139886
1.979,4.162483
1.98,4.177009
1.981,4.181529
1.982,4.175072
1.983,4.158609
1.984,4.132462
1.985,4.099858
1.986,4.063704
1.987,4.024644
1.988,3.984293
1.989,3.94717
1.99,3.916826
1.991,3.899718
1.992,3.899395
1.993,3.915858
1.994,3.947493
1.995,3.990427
1.996,4.038848
1.997,4.086623
1.998,4.128588
1.999,4.160546
2.0,4.181851
2.001,4.190244
2.002,4.185402
2.003,4.16442
2.004,4.127943
2.005,4.083072
2.006,4.032714
2.007,3.983648
2.008,3.939423
2.009,3.905528
2.01,3.883577
2.011,3.874539
2.012,3.876798
2.013,3.886805
2.014,3.90456
2.015,3.926833
2.016,3.952012
2.017,3.976546
2.018,4.000756
2.019,4.020448
2.02,4.03336
2.021,4.038202
2.022,4.037556
2.023,4.031746
2.024,4.025935
2.025,4.020125
2.026,4.017865
2.027,4.018188
2.028,4.02077
2.029,4.024644
2.03,4.029486
2.031,4.0311
2.032,4.030455
2.033,4.026258
2.034,4.018188
2.035,4.004953
2.036,3.989135
2.037,3.970412
2.038,3.948139
2.039,3.926188
2.04,3.907142
2.041,3.893584
2.042,3.886482
2.043,3.888742
2.044,3.897135
2.045,3.91263
2.046,3.931353
2.047,3.950721
2.048,3.97009
2.049,3.984293
2.05,3.993655
2.051,3.997205
2.052,3.993332
2.053,3.979128
2.054,3.954272
2.055,3.923605
2.056,3.893261
2.057,3.865823
2.058,3.846454
2.059,3.837416
2.06,3.838707
2.061,3.850974
2.062,3.871633
2.063,3.894553
2.064,3.918118
2.065,3.940069
2.066,3.957823
2.067,3.969444
2.068,3.976223
2.069,3.972349
2.07,3.956855
2.071,3.931998
2.072,3.9023
2.073,3.871311
2.074,3.844518
2.075,3.825149
2.076,3.815788
2.077,3.818047
2.078,3.829023
2.079,3.845809
2.08,3.86324
2.081,3.880995
2.082,3.89649
2.083,3.907788
2.084,3.913276
2.085,3.91263
2.086,3.903591
2.087,3.885191
2.088,3.861304
2.089,3.83451
2.09,3.807717
2.091,3.787703
2.092,3.777374
2.093,3.777696
2.094,3.788672
2.095,3.808363
2.096,3.833219
2.097,3.857753
2.098,3.877767
2.099,3.890356
2.1,3.895844
2.101,3.89423
2.102,3.88616
2.103,3.869374
2.104,3.842581
2.105,3.805458
2.106,3.759619
2.107,3.712812
2.108,3.67698
2.109,3.655675
2.11,3.648573
2.111,3.655029
2.112,3.673752
2.113,3.698931
2.114,3.729598
2.115,3.759942
2.116,3.78964
2.117,3.81611
2.118,3.83677
2.119,3.848068
2.12,3.847746
2.121,3.835156
2.122,3.814174
2.123,3.784475
2.124,3.7551
2.125,3.727016
2.126,3.706356
2.127,3.691507
2.128,3.685051
2.129,3.683437
2.13,3.686019
2.131,3.691507
2.132,3.696994
2.133,3.702805
2.134,3.707002
2.135,3.709261
2.136,3.707647
2.137,3.6999
2.138,3.686019
2.139,3.669556
2.14,3.655675
2.141,3.645668
2.142,3.643408
2.143,3.65051
2.144,3.665682
2.145,3.685373
2.146,3.709907
2.147,3.730889
2.148,3.745093
2.149,3.749289
2.15,3.738959
2.151,3.720237
2.152,3.693121
2.153,3.659549
2.154,3.620489
2.155,3.579493
2.156,3.543015
2.157,3.513963
2.158,3.498145
2.159,3.497499
2.16,3.51138
2.161,3.536882
2.162,3.5711
2.163,3.608868
2.164,3.645991
2.165,3.678917
2.166,3.703773
2.167,3.719268
2.168,3.723465
2.169,3.714103
2.17,3.691184
2.171,3.654707
2.172,3.612096
2.173,3.566903
2.174,3.526552
2.175,3.494917
2.176,3.478454
2.177,3.475226
2.178,3.485233
2.179,3.506861
2.18,3.530749
2.181,3.555605
2.182,3.577233
2.183,3.597247
2.184,3.61145
2.185,3.622103
2.186,3.623717
2.187,3.615324
2.188,3.597893
2.189,3.577879
2.19,3.555282
2.191,3.537205
2.192,3.524938
2.193,3.518805
2.194,3.520742
2.195,3.525261
2.196,3.530103
2.197,3.534622
2.198,3.537528
2.199,3.538819
2.2,3.537528
2.201,3.533008
2.202,3.524615
2.203,3.510412
2.204,3.489752
2.205,3.466833
2.206,3.445205
2.207,3.430355
2.208,3.421962
2.209,3.425513
2.21,3.441008
2.211,3.465219
2.212,3.49298
2.213,3.521064
2.214,3.545921
2.215,3.564643
2.216,3.575942
2.217,3.580461
2.218,3.57465
2.219,3.558833
2.22,3.52978
2.221,3.492012
2.222,3.448755
2.223,3.409373
2.224,3.375801
2.225,3.353527
2.226,3.345134
2.227,3.351268
2.228,3.368376
2.229,3.392587
2.23,3.422931
2.231,3.452629
2.232,3.480068
2.233,3.50105
2.234,3.515577
2.235,3.52171
2.236,3.515899
2.237,3.498145
2.238,3.471352
2.239,3.438748
2.24,3.407436
2.241,3.379997
2.242,3.360306
2.243,3.34804
2.244,3.342552
2.245,3.343197
2.246,3.34804
2.247,3.356755
2.248,3.367408
2.249,3.377092
2.25,3.383871
2.251,3.390973
2.252,3.393555
2.253,3.389359
2.254,3.377738
2.255,3.362243
2.256,3.34578
2.257,3.332868
2.258,3.325766
2.259,3.325443
2.26,3.331254
2.261,3.342875
2.262,3.357078
2.263,3.371604
2.264,3.384194
2.265,3.394847
2.266,3.401626
2.267,3.401626
2.268,3.396461
2.269,3.38258
2.27,3.360306
2.271,3.331899
2.272,3.301555
2.273,3.271534
2.274,3.247969
2.275,3.234411
2.276,3.231829
2.277,3.243127
2.278,3.262173
2.279,3.287029
2.28,3.314468
2.281,3.339969
2.282,3.361597
2.283,3.376124
2.284,3.382903
2.285,3.381612
2.286,3.369345
2.287,3.346426
2.288,3.316082
2.289,3.281864
2.29,3.24926
2.291,3.223113
2.292,3.207618
2.293,3.203422
2.294,3.210524
2.295,3.224081
2.296,3.243773
2.297,3.265078
2.298,3.284446
2.299,3.298004
2.3,3.307366
2.301,3.310271
2.302,3.307043
2.303,3.295745
2.304,3.274117
2.305,3.247646
2.306,3.219885
2.307,3.195029
2.308,3.177597
2.309,3.16985
2.31,3.173401
2.311,3.184699
2.312,3.201808
2.313,3.222467
2.314,3.243127
2.315,3.261204
2.316,3.273794
2.317,3.279927
2.318,3.280573
2.319,3.27218
2.32,3.252811
2.321,3.225373
2.322,3.191478
2.323,3.158874
2.324,3.131436
2.325,3.112713
2.326,3.107225
2.327,3.113036
2.328,3.127239
2.329,3.147253
2.33,3.168881
2.331,3.190832
2.332,3.20891
2.333,3.22279
2.334,3.230538
2.335,3.230215
2.336,3.220853
2.337,3.201808
2.338,3.174046
2.339,3.143702
2.34,3.115295
2.341,3.093344
2.342,3.080755
2.343,3.079786
2.344,3.088825
2.345,3.10432
2.346,3.12498
2.347,3.143702
2.348,3.160488
2.349,3.171141
2.35,3.175338
2.351,3.172755
2.352,3.162425
2.353,3.141766
2.354,3.112713
2.355,3.079464
2.356,3.045892
2.357,3.018453
2.358,3.002313
2.359,2.998116
2.36,3.008446
2.361,3.031043
2.362,3.060095
2.363,3.094636
2.364,3.127239
2.365,3.155969
2.366,3.177597
2.367,3.189864
2.368,3.192769
2.369,3.184376
2.37,3.163071
2.371,3.132404
2.372,3.097541
2.373,3.062678
2.374,3.033948
2.375,3.014902
2.376,3.006186
2.377,3.0078
2.378,3.01813
2.379,3.035885
2.38,3.056544
2.381,3.076881
2.382,3.095281
2.383,3.110453
2.384,3.119169
2.385,3.121106
2.386,3.112067
2.387,3.09399
2.388,3.068165
2.389,3.037822
2.39,3.009737
2.391,2.98585
2.392,2.971
2.393,2.967449
2.394,2.972937
2.395,2.987141
2.396,3.005541
2.397,3.026846
2.398,3.046215
2.399,3.062355
2.4,3.07559
2.401,3.082369
2.402,3.082369
2.403,3.071393
2.404,3.052025
2.405,3.025878
2.406,2.997471
2.407,2.971969
2.408,2.953569
2.409,2.945176
2.41,2.945499
2.411,2.955506
2.412,2.971323
2.413,2.989723
2.414,3.006509
2.415,3.022327
2.416,3.033302
2.417,3.039436
2.418,3.042018
2.419,3.03653
2.42,3.022327
2.421,2.998762
2.422,2.972292
2.423,2.947435
2.424,2.927421
2.425,2.914509
2.426,2.913541
2.427,2.923225
2.428,2.940979
2.429,2.964221
2.43,2.988432
2.431,3.009414
2.432,3.026523
2.433,3.037822
2.434,3.041372
2.435,3.035885
2.436,3.02039
2.437,2.995857
2.438,2.964867
2.439,2.932263
2.44,2.90192
2.441,2.878355
2.442,2.866088
2.443,2.864797
2.444,2.874804
2.445,2.891267
2.446,2.912572
2.447,2.934523
2.448,2.956474
2.449,2.974228
2.45,2.986818
2.451,2.99166
2.452,2.989078
2.453,2.976811
2.454,2.95486
2.455,2.926776
2.456,2.899014
2.457,2.874804
2.458,2.856404
2.459,2.849948
2.46,2.853176
2.461,2.864797
2.462,2.882874
2.463,2.903211
2.464,2.922902
2.465,2.940334
2.466,2.952923
2.467,2.958734
2.468,2.958088
2.469,2.949695
2.47,2.930972
2.471,2.904825
2.472,2.873835
2.473,2.845428
2.474,2.820572
2.475,2.8054
2.476,2.804109
2.477,2.812179
2.478,2.829933
2.479,2.853498
2.48,2.879323
2.481,2.904825
2.482,2.925484
2.483,2.941302
2.484,2.950663
2.485,2.952923
2.486,2.943885
2.487,2.925484
2.488,2.898046
2.489,2.868348
2.49,2.838004
2.491,2.813147
2.492,2.794747
2.493,2.787
2.494,2.787968
2.495,2.796039
2.496,2.808305
2.497,2.823477
2.498,2.838972
2.499,2.851239
2.5,2.863183
2.501,2.869639
2.502,2.871898
2.503,2.866734
2.504,2.853821
2.505,2.838326
2.506,2.821863
2.507,2.809597
2.508,2.803786
2.509,2.806369
2.51,2.818312
2.511,2.834453
2.512,2.856726
2.513,2.877386
2.514,2.894495
2.515,2.905793
2.516,2.910958
2.517,2.90773
2.518,2.897723
2.519,2.880291
2.52,2.85253
2.521,2.817021
2.522,2.778284
2.523,2.740839
2.524,2.712754
2.525,2.695646
2.526,2.693063
2.527,2.702425
2.528,2.722116
2.529,2.748586
2.53,2.776993
2.531,2.807337
2.532,2.833162
2.533,2.85479
2.534,2.870284
2.535,2.877386
2.536,2.874158
2.537,2.858341
2.538,2.832193
2.539,2.80314
2.54,2.772797
2.541,2.746326
2.542,2.728895
2.543,2.72147
2.544,2.723407
2.545,2.7318
2.546,2.746972
2.547,2.762467
2.548,2.779253
2.549,2.793779
2.55,2.803463
2.551,2.807983
2.552,2.805077
2.553,2.793779
2.554,2.772151
2.555,2.746972
2.556,2.721793
2.557,2.700488
2.558,2.688221
2.559,2.685961
2.56,2.698228
2.561,2.717919
2.562,2.744389
2.563,2.772474
2.564,2.799912
2.565,2.820895
2.566,2.837035
2.567,2.846397
2.568,2.846074
2.569,2.833162
2.57,2.807983
2.571,2.770537
2.572,2.727281
2.573,2.681765
2.574,2.643028
2.575,2.614944
2.576,2.600417
2.577,2.60074
2.578,2.613975
2.579,2.6398
2.58,2.675631
2.581,2.717919
2.582,2.76053
2.583,2.792811
2.584,2.816053
2.585,2.829288
2.586,2.828319
2.587,2.815084
2.588,2.792165
2.589,2.763758
2.59,2.730832
2.591,2.696937
2.592,2.666916
2.593,2.644642
2.594,2.633989
2.595,2.631407
2.596,2.636895
2.597,2.647224
2.598,2.660782
2.599,2.674663
2.6,2.687575
2.601,2.697905
2.602,2.70533
2.603,2.703393
2.604,2.690803
2.605,2.671758
2.606,2.650775
2.607,2.634635
2.608,2.628179
2.609,2.636249
2.61,2.657554
2.611,2.68241
2.612,2.709203
2.613,2.735028
2.614,2.753751
2.615,2.767309
2.616,2.770537
2.617,2.763758
2.618,2.750523
2.619,2.729218
2.62,2.699196
2.621,2.659814
2.622,2.614944
2.623,2.575238
2.624,2.547154
2.625,2.530691
2.626,2.530368
2.627,2.546186
2.628,2.577821
2.629,2.614944
2.63,2.648516
2.631,2.680796
2.632,2.714691
2.633,2.755365
2.634,2.794102
2.635,2.82154
2.636,2.833162
2.637,2.823477
2.638,2.787968
2.639,2.733737
2.64,2.668207
2.641,2.598803
2.642,2.539407
2.643,2.498087
2.644,2.477105
2.645,2.474845
2.646,2.487435
2.647,2.509708
2.648,2.540698
2.649,2.579112
2.65,2.629147
2.651,2.687253
2.652,2.747295
2.653,2.795393
2.654,2.812502
2.655,2.800881
2.656,2.763112
2.657,2.707912
2.658,2.643028
2.659,2.577175
2.66,2.522944
2.661,2.482593
2.662,2.466775
2.663,2.475814
2.664,2.49615
2.665,2.512614
2.666,2.520684
2.667,2.528431
2.668,2.540375
2.669,2.550059
2.67,2.551996
2.671,2.547154
2.672,2.537793
2.673,2.52488
2.674,2.520684
2.675,2.524558
2.676,2.525203
2.677,2.528754
2.678,2.548768
2.679,2.573947
2.68,2.588796
2.681,2.59493
2.682,2.595898
2.683,2.599126
2.684,2.614298
2.685,2.642705
2.686,2.662074
2.687,2.656586
2.688,2.623659
2.689,2.58008
2.69,2.546831
2.691,2.548445
2.692,2.588473
2.693,2.640123
2.694,2.689189
2.695,2.744712
2.696,2.817667
2.697,2.905793
2.698,2.995211
2.699,3.068165
2.7,3.108516
2.701,3.108839
2.702,3.071071
2.703,2.987786
2.704,2.855112
2.705,2.711463
2.706,2.579758
2.707,2.46968
2.708,2.404796
2.709,2.415449
2.71,2.501315
2.711,2.602677
2.712,2.658845
2.713,2.662719
2.714,2.656263
2.715,2.684993
2.716,2.781512
2.717,2.940979
2.718,3.134341
2.719,3.304783
2.72,3.405499
2.721,3.415829
2.722,3.331254
2.723,3.180825
2.724,2.982299
2.725,2.782804
2.726,2.608165
2.727,2.476459
2.728,2.404473
2.729,2.379617
2.73,2.383491
2.731,2.398017
2.732,2.419322
2.733,2.447407
2.734,2.491631
2.735,2.518747
2.736,2.495182
2.737,2.424487
2.738,2.333778
2.739,2.266312
2.74,2.227252
2.741,2.20401
2.742,2.225961
2.743,2.303757
2.744,2.432235
2.745,2.611716
2.746,2.808951
2.747,2.963253
2.748,3.051057
2.749,3.057513
2.75,2.981007
2.751,2.863183
2.752,2.761498
2.753,2.695
2.754,2.625274
2.755,2.519715
2.756,2.395435
2.757,2.258241
2.758,2.098452
2.759,1.975462
2.76,1.950283
2.761,2.02808
2.762,2.16721
2.763,2.300852
2.764,2.417063
2.765,2.533596
2.766,2.671435
2.767,2.821218
2.768,2.938397
2.769,2.991014
2.77,2.935169
2.771,2.755042
2.772,2.510031
2.773,2.23855
2.774,1.954479
2.775,1.680739
2.776,1.43024
2.777,1.239461
2.778,1.150043
2.779,1.190071
2.78,1.314675
2.781,1.476079
2.782,1.664921
2.783,1.915097
2.784,2.189161
2.785,2.463547
2.786,2.682733
2.787,2.809919
2.788,2.839295
2.789,2.761175
2.79,2.607842
2.791,2.434171
2.792,2.306017
2.793,2.233385
2.794,2.19368
2.795,2.173343
2.796,2.147196
2.797,2.073595
2.798,1.957385
2.799,1.815672
2.8,1.650718
2.801,1.476079
2.802,1.341145
2.803,1.287236
2.804,1.317257
2.805,1.423138
2.806,1.557749
2.807,1.655883
2.808,1.743363
2.809,1.845048
2.81,1.937048
2.811,2.029371
2.812,2.170438
2.813,2.421259
2.814,2.762144
2.815,3.105611
2.816,3.378061
2.817,3.506861
2.818,3.523324
2.819,3.426482
2.82,3.188895
2.821,2.839295
2.822,2.427715
2.823,1.968037
2.824,1.466072
2.825,0.950225
2.826,0.466014
2.827,0.036357
2.828,-0.001411
2.829,-0.001088
2.83,-0.000766
2.831,-0.000766
2.832,0.136105
2.833,0.381761
2.834,0.695207
2.835,1.093875
2.836,1.583574
2.837,2.092964
2.838,2.536501
2.839,2.868993
2.84,3.103029
2.841,3.248292
2.842,3.300264
2.843,3.239253
